,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_SAT:FC_subj.S10,0.01743812842261913,0.044254120290896336,-0.07233516582629101,-0.011946294387800128,0.01847967180013672,0.046381795806126086,0.10304944275174056,0.0013044930901082567
a_SAT:FC_subj.S11,0.04453803911542355,0.051507797550615214,-0.057109254608500845,0.011140187916093662,0.04541648190197353,0.07908402043275176,0.14385442170629853,0.00159898831725873
a_SAT:FC_subj.S12,-0.15562357746077304,0.056149189945104025,-0.2662270803902247,-0.19336671421659318,-0.15563648661820492,-0.11696401072274473,-0.04621997221783449,0.0019850843459688315
a_SAT:FC_subj.S13,-0.00925862968396881,0.06296141219344464,-0.13418223115121514,-0.0508995603535386,-0.009354767938728512,0.0336032785543751,0.11281829619076336,0.0029547070539721744
a_SAT:FC_subj.S14,-0.0889597316024506,0.054554823350711365,-0.195982569176523,-0.12547723741340341,-0.08789162672026345,-0.05188114825256776,0.0183378901568354,0.0018406554419617377
a_SAT:FC_subj.S15,0.05268960925851677,0.06099171989965226,-0.06758615393263234,0.012333604034249636,0.05201432181379209,0.09409848234365623,0.17159641069712334,0.0014617741329148333
a_SAT:FC_subj.S16,-0.12639904428386975,0.05933380783213842,-0.24464358540238457,-0.16585452491645897,-0.1257483361102466,-0.08589292925744932,-0.012990496802617213,0.001755556795980772
a_SAT:FC_subj.S2,0.18810446175524995,0.05234974183127344,0.08536361492902783,0.1528328909468112,0.18842960480169166,0.22309587050847468,0.2898563885997242,0.0016730506958615317
a_SAT:FC_subj.S3,0.06387607046953739,0.0541915705481368,-0.041480255739827575,0.02744864552862089,0.06368773305455502,0.10034616617750508,0.1704077473404268,0.0016743460965119319
a_SAT:FC_subj.S4,0.08356908598036719,0.05191803780640918,-0.01648645810928221,0.04848559296331406,0.083708401041148,0.11801488157566936,0.18665635182726226,0.0013255304618237014
a_SAT:FC_subj.S5,0.22602616570803025,0.07223567184538951,0.0888825867967844,0.17679858381181976,0.2237356784761916,0.273279423290222,0.37529573395295246,0.0020312603591880257
a_SAT:FC_subj.S6,0.2555602379251627,0.06235342474113275,0.13628332295460371,0.212505526919386,0.2546130003218137,0.29789751658384356,0.3777464125416744,0.0018411256510515433
a_SAT:FC_subj.S7,0.01048444190792357,0.05235348049551432,-0.09285429089383979,-0.024850142406881687,0.010619779442955703,0.046724042059766505,0.11174298579153653,0.0010992632778688378
a_SAT:FC_subj.S8,0.05723868937902588,0.061267927902662514,-0.06051007797646636,0.015995203464596854,0.05660568858822638,0.09807001774009999,0.1804296913176617,0.0016433020533570208
a_SAT:FC_subj.S9,0.0643462583762469,0.05148572499747479,-0.03531186209870294,0.028840474216916018,0.0645111125751853,0.09860753486129586,0.16805192122049897,0.0012618941350994995
z_Intercept,0.5041246533227709,0.013500613457391964,0.47740615912637746,0.49520179291488153,0.5041377248712194,0.5131254110783269,0.5310075633679235,0.0002831810552325748
